,Total area of the country (excl. coastal water) (1000 ha),Rural population (1000 inhab),Urban population (1000 inhab),Population density (inhab/km2),GDP per capita (current US$/inhab),"Agriculture, value added (% GDP) (%)",Human Development Index (HDI) [highest = 1] (-),National Rainfall Index (NRI) (mm/yr),Total renewable water resources per capita (m3/inhab/yr),Dam capacity per capita (m3/inhab),Agricultural water withdrawal (10^9 m3/year),Industrial water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Municipal water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Total water withdrawal (10^9 m3/yr),Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant),Agricultural water withdrawal as % of total water withdrawal (%),SDG 6.4.2. Water Stress (%),SDG 6.4.1. Water Use Efficiency (US$/m3),SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3),SDG 6.4.1. Industrial Water Use Efficiency (US$/m3),Total population with access to safe drinking-water (JMP) (%),Rural population with access to safe drinking-water (JMP) (%),Urban population with access to safe drinking-water (JMP) (%),"Mortality rate, infant (per 1,000 live births)",Net official development assistance and official aid received (current US$),nutrient security,population ages0-14,Population ages 65 and above (_ of total population),Resilience and securityStorage drought duration index(Total dam capacity_km3),latitude,longitude,water security index
10,0.0010533401879402199,0.0004506887682927195,0.0005783378395629827,0.00580034040848898,0.052870817332590955,0.1271763451815197,0.6,0.664459859457261,0.06400111438867022,0.004324789297992055,7.267441860465116e-05,4.57796852646638e-05,0.00029849467999355144,0.00010381158014234276,0.018230676018662503,0.5919795920105777,7.010223426750356e-05,0.03337942805850386,0.005256682750586102,0.0015186438839000812,0.9370424597364568,0.9035087719298246,0.9898580121703854,0.2531486146095717,0.07068354899663105,0.10460251046025104,0.45219614735712776,0.16642193914400036,0.00015809280911585028,0.22975203020487664,1.0,2
11,0.0040612960938683435,0.001837593598355378,0.0026811538328398153,0.006995590763573757,0.03685461535621831,0.0752311353925021,0.7068965517241378,0.3153625415188558,0.031075094264840866,0.024292270823463913,0.0015418882034883721,0.001918008049594659,0.004513625312348862,0.002387797750337355,0.0920959690856908,0.5849235087471898,0.0015350491051603142,0.0058584222196954505,0.0068788117970901485,0.00010473414194357021,1.0,1.0,1.0,0.08690176322418136,0.10355743752309769,0.08786610878661087,0.20527287545361103,0.5179455128479041,0.004056894682947483,0.786067367756842,0.6129441082843317,3
12,0.19224476093388757,1.0,0.5335557327561807,0.05105805506097608,0.01691201717581339,0.18875526813240276,0.4655172413793104,0.41760625437783855,0.002807827897086039,0.005272985090086755,1.0,0.0810681926561755,0.7052837336772528,1.0,0.11555788658566953,0.9087579065283008,0.0172614258645085,0.002148140480064781,0.007175886362746648,0.000714581800584291,0.9136163982430453,0.9188596491228069,0.9411764705882352,0.336272040302267,0.297849420818243,0.100418410041841,0.38087197651995836,0.19449720564830264,0.29407127545303613,0.5808818320160735,0.7142359303480039,2
13,0.11576033206242371,0.1346089336918538,0.17108764924111883,0.016593838513695263,0.03407466633459057,0.15891628878742875,0.570689655172414,0.8206498407031656,0.015003982904864425,0.0025868645500388213,0.2757267441860465,0.04356223175965666,0.29973399967757536,0.29255036274262836,0.1718371420578652,0.8564821414202648,0.007705313715455014,0.0029054802622217706,0.004197448895750466,0.0008116376174727416,0.8155197657393851,0.7752192982456141,0.8823529411764707,0.234256926952141,0.0,0.09623430962343096,0.37012449552348653,0.1822932431164855,0.028521180545776455,0.3788956932357362,0.8136854622367495,3
14,0.022090900743303745,0.012135594666364954,0.13835711612332152,0.042251517113076904,0.34594870521665205,0.014097058194957959,0.9310344827586207,0.43907178525431007,0.0066337216578724115,0.007041217645987703,0.07911337209302326,0.05536480686695279,0.19406436401741092,0.10702330018064529,0.13007047753568293,0.6717252391493487,0.009691278527138691,0.044723666574540376,0.013023225638592663,0.002181532845697195,1.0,1.0,1.0,0.00251889168765743,0.10794919182166447,0.20502092050209206,0.0064389118017792735,1.0,0.03740137470251242,0.728345976949606,0.8829039113106262,4
15,0.15935452061909033,0.008734395787008718,0.012357079068793724,0.0005851606527260955,0.08244937196195848,0.054374740807722394,0.7586206896551724,0.0709096866032492,0.011794477822470756,0.1261320208292414,0.02197674418604651,0.03330472103004292,0.029539638078349185,0.032122588072627634,0.277298076565026,0.6215836558786716,0.008079492206512148,0.0056824901773639015,0.000702070296796223,0.00013548157781559058,0.8960468521229868,0.8421052631578947,0.9878296146044626,0.0969773299748111,0.0629021263640474,0.05439330543933055,0.44120109171082167,0.2419695862467321,0.09500458523335016,0.8399498600559021,0.6799868570404445,3
16,0.019332096930691853,0.008732194973755027,0.028272835950830334,0.011596232441067264,0.09084675553372691,0.10392852189434985,0.7396551724137932,0.8954967575750729,0.03667845104513142,0.020588146498764344,0.003640988372093023,0.00782546494992847,0.016881952281154276,0.007203866626561231,0.034670752164246234,0.4588154654839498,0.0008861356187884483,0.04491157488583857,0.017514123490093816,0.0015152115094781166,0.9736456808199122,0.9232456140350878,1.0,0.07178841309823676,0.05845166036678233,0.2384937238493724,0.30293986249137783,0.21471836586356866,0.026678588154542503,0.4261243466835185,0.7797029463556735,3
17,2.339456275269783e-06,0.0002974561614924872,0.00018356031381902698,0.2082285002835176,0.09783840854403261,0.06472490581508039,0.5913793103448276,0.17929790767562193,0.00011887649407709536,0.0,0.0,1.4306151645207439e-06,5.037884894405932e-05,0.0,0.0007195351784008758,0.0,0.004061636630541881,0.04436716347336349,0.03321746263100814,0.0324067506683657,0.979502196193265,0.9769736842105263,0.9898580121703854,0.061712846347607056,0.06452624331686219,0.12552301255230125,0.2020270367900159,0.0925462665730995,0.0,0.41660550311390965,0.697900540226844,3
18,0.09146433001773892,0.0010942630178491937,0.0024731229213569637,0.0,0.03290131535152053,0.12492402382392111,0.6137931034482761,0.043512890616173715,0.021983596214872426,0.002290202345595046,0.00036468023255813956,0.0007925608011444921,0.0005503889247138481,0.0005998732447465756,0.028906869355731488,0.5454152248985388,0.000874583831993534,0.018067213613011977,0.0091662216393676,0.000546892493168829,0.47877013177159594,0.5526315789473685,0.31845841784989865,0.1486146095717884,0.08681074281689379,0.3472803347280335,0.49230738771740284,0.1129717835720338,0.00029708652003189044,0.8290197678713289,0.7850252760163746,3
19,0.03955845102260558,0.04182054169276745,0.019170040429563485,0.009689454130967015,0.010411696964232376,0.2821384172184029,0.35172413793103463,0.6511851232573378,0.04303062274494053,0.008298411523174638,0.0429796511627907,0.0023767286599904627,0.041832077220699655,0.04387090517521752,0.12732674298832797,0.8901457392211021,0.0014995705112748016,0.0012896806368325941,0.0029654708550495134,0.0010269566573713794,0.7159590043923865,0.7192982456140351,0.8519269776876268,0.4307304785894206,0.249075351686405,0.41422594142259417,0.3621076232024247,0.18085545718390642,0.018455014624381032,0.7784971383014196,0.5636465952053801,2
20,0.008592822899065914,0.026583586180011057,0.0066991723701405066,0.023404283972701688,0.007020635077578426,0.3275202488454048,0.346551724137931,0.48793411211785703,0.014962974800271176,8.805390401170954e-05,0.013546511627906977,0.00014067715784453982,0.0018388279864581655,0.012472107208189918,0.06917968183831918,0.9864369287613207,0.0021515245844413336,0.0015801835808475803,0.010638275969421634,0.001964141081273513,0.8770131771595899,0.9100877192982456,0.8154158215010143,0.30226700251889166,0.18297187425509837,0.058577405857740586,0.45957255064466196,0.17232006076729178,0.00010136592063488102,0.6545728139107173,0.7289182092575367,2
21,0.015642189520522588,0.0007162415719957663,0.004804818927111288,0.001962126701023686,0.39626239793850293,0.07008380052546581,0.9431034482758622,0.3193167182592584,0.13679500630208555,0.10244891147205293,0.004661337209302325,0.005646161182641871,0.010181565371594389,0.006826728354398544,0.2264882097573932,0.6198070718288864,0.002083027043341702,0.02711616655259236,0.050489847538083776,0.0005713923548216751,1.0,1.0,1.0,0.028967254408060448,0.08309937843092774,0.2594142259414226,0.19288116425338866,0.5526962362881875,0.020068432097370224,0.0,0.987117623798429,4
22,0.0465458220527676,0.1408208466195485,0.08511663742701403,0.032653316396608796,0.013073956342485465,0.276645087175328,0.3189655172413792,0.09381566757801027,0.002334994985325534,0.0038152980583008615,0.2505813953488372,0.006676204101096805,0.12151882153796549,0.24105850492139164,0.18032312150658972,0.944634855556136,0.0318569763550609,0.0010136848533978371,0.005270707548767262,0.0006969340746546968,0.8740849194729137,0.8892543859649124,0.8762677484787019,0.681360201511335,0.2574220488090667,0.13807531380753138,0.6057710294986498,0.11792882508261993,0.03304579929761616,0.6732798872512485,0.6868752471416908,2
23,0.027054642095357406,0.008063358042067283,0.00126178208998712,0.0020461763562460117,0.023343016202126837,0.22271876270014168,0.293103448275862,0.9113134645366835,0.18672368018666302,0.0,1.4534883720930234e-06,0.000799237005245589,0.002794766645171691,0.0005074940791262376,0.00785483932150482,0.002563584151359095,2.721653785048436e-05,0.018057149853840132,0.010948950268970315,0.0007899642011515643,0.12152269399707176,0.26315789473684204,0.7565922920892495,0.4319899244332493,0.11923976609947043,0.24790794979079497,0.6172767556299854,0.08764507934013276,0.0,0.3266993313099769,0.8991269319723827,2
24,0.01753071559873412,0.06290907278977403,0.05805927726462148,0.0439197877843679,0.02627459328247612,0.11666667816514205,0.5793103448275864,0.7390243351334252,0.00895859322164692,0.0019270045404638503,0.09879360465116278,0.07558416785884597,0.1124380340157988,0.12187098428226972,0.18022045790333655,0.7366351784670251,0.007356966279836635,0.002602821660565977,0.0029762050803458107,7.729901467150822e-05,0.8799414348462664,0.893640350877193,0.872210953346856,0.2518891687657431,0.1411180095938793,0.09623430962343096,0.48371249713348197,0.15490293685209505,0.008443198899306326,0.5080145507855857,0.8360247952457762,3
25,0.00015089492975490102,0.00018015180294411596,2.278554633215719e-05,0.008415805013156443,0.037267973080443655,0.12409694454160657,0.5741379310344827,0.17311244548884921,0.0,0.0014601744545333782,0.0014916787790697674,0.0029692429661421077,0.0023561557915524746,0.002406983510121826,0.07068083662695723,0.35175411182105404,0.005734771196599514,0.02507577281525056,0.036675525569085564,0.12551384705005533,0.9853587115666178,0.9923245614035088,0.949290060851927,0.14231738035264482,0.06927267167126133,0.2175732217573222,0.6806755769145768,0.14067737884409745,1.1883460801275617e-05,0.2563824993836414,0.0,3
26,2.6845260758720766e-05,0.0,0.006749470144443122,1.0,0.5356915615129052,0.0,0.967241379310345,0.20920348758388504,0.00020676280860525855,0.0003742978579475155,3.833720930232558e-05,0.0016036909871244636,0.003717077422215057,0.0008587451597850759,0.022102302648332187,0.04020725388701034,0.02129328783040828,0.15144635044662677,0.15297437719223297,0.004603736835134347,1.0,0.9969846491228069,1.0,0.006297229219143576,0.0855276263297345,0.15951882845188284,0.0,0.41856475378247365,8.900712140155437e-05,0.39912359005022496,0.7849487509921227,4
27,0.0038220866897220084,0.01916163756097324,0.004531065084589482,0.040322419206390125,0.037438569492729216,0.09389398398436671,0.6948275862068964,0.46110219852226764,0.004915674672407575,0.008022250326395523,0.016438953488372095,0.003962804005722461,0.010118591810414315,0.017004205420252272,0.12469167246514927,0.8781554948373842,0.023570604951283793,0.004600406887732881,0.004640447467757707,0.0005505460391808816,0.9355783308931185,0.9451754385964912,0.9695740365111561,0.05667506297229219,0.07604028490239041,0.0041841004184100415,0.3099107565832076,0.3606658981012534,0.007061152408117972,0.46072166379977275,0.7193818826293884,2
28,0.008253601739151795,0.007325776341148664,0.0028342409241949454,0.007663043526075536,0.006376273331680335,0.25651995931379473,0.4793103448275861,0.08901416725037847,0.004853159460439719,0.094774642380539,0.015174418604651163,0.001944682880305198,0.00812862727712397,0.015097226115156476,0.26534012932462214,0.9129426579118244,0.017845553105680315,0.000399312269799934,0.002898587468439408,8.153028033648315e-05,0.6163982430453879,0.6348684210526316,0.8600405679513183,0.3526448362720403,0.09159301749924288,0.13807531380753138,0.6595344489484671,0.07187095672083918,0.03506215109416371,0.7534367304373453,0.6923685490684713,2
29,0.029995338633371525,0.03944039196040962,0.040257933712599295,0.016743324882623804,0.05908048403616295,0.10044955528678172,0.6706896551724139,0.4803081998327948,0.012465770534747067,0.032654988886813514,0.07527616279069767,0.013242727706247018,0.034476765274867,0.07529637877612981,0.16910619076208425,0.9084274242111942,0.005969783853391649,0.005763398906434403,0.006448444554290236,0.0010375891926049368,0.9677891654465592,0.9780701754385965,0.9513184584178498,0.07682619647355163,0.026815849908790462,0.0502092050209205,0.11975348718148594,0.419053507953043,0.09415372943997884,0.5362612491345002,0.7769056580156407,2
30,0.0008544864045422883,0.0010173773762915618,0.00044422150908330656,0.010283362080631533,0.01653446526325199,0.12599651688183763,0.4327586206896552,0.19514144655082807,0.012997342444874847,0.018606624965668228,0.001556686046511628,9.537434430138293e-06,0.0012267249717878444,0.0015323377671390618,0.19276777783805824,0.9185573573617051,0.007334363152873325,0.0016641684428769174,0.0011404641939838382,0.013980279954079302,0.588579795021962,0.5668859649122807,0.9026369168356998,0.45969773299748107,0.07958631791061234,0.14225941422594143,0.6654261755842992,0.11659256406177164,0.00474894614498749,0.3025248503500255,0.8472716979736515,2
31,0.028532008733190277,0.0031630409713404124,0.0034725753662390884,0.001235413541052189,0.05899029706507783,0.10575343887021355,0.5775862068965517,0.01354023092392164,0.008460578223441461,0.027716433341261892,0.03831395348837209,0.004000953743443014,0.009488856198613572,0.03672577750602797,1.0,0.9478636442971489,0.0372766127526643,0.0010146854685131657,0.002378133774584959,0.0005472608180501905,0.42020497803806733,0.28289473684210525,0.7789046653144015,0.43702770780856415,0.06023203066749105,0.0794979079497908,0.4912412754814857,0.12798703285562635,0.0066482021452736444,0.7544635224349802,0.6590281037440365,3
32,0.02615161197310327,0.0177455992264905,0.019108228335464602,0.008749508530860813,0.015944815345047544,0.36370388114333435,0.5758620689655174,0.04670447612807014,0.0030077847022833334,0.0196460972790662,0.07901162790697674,0.010157367668097281,0.03033310494921812,0.07739100736786264,0.378514334682409,0.92770217369043,0.04386102150936204,0.0009335672130715315,0.007941128733183967,0.00016456448377533768,0.8140556368960468,0.7905701754385965,0.9695740365111561,0.17632241813602015,0.16419480133758355,0.04184100418410042,0.4389767475736101,0.12809097582626555,0.02615775508115988,0.7772078625628993,0.6733345850437672,3
0,0.038168229131026514,0.02696039247237945,0.010039183067207903,0.006125356593361037,0.005414979778793024,0.45454861077068265,0.23344370860927152,0.04563119958424656,0.004016066171297193,0.0017447259148864562,0.029069767441860465,0.000727717671303452,0.002768236339892233,0.026763676617203736,0.12156586090572145,0.9867827822110702,0.01769217365447117,0.0017366466167712373,0.0016594272291628762,0.00361877424827965,0.2913616398243046,0.3826754385964913,0.4014084507042254,0.570771001150748,0.5015746192271214,0.6160337552742616,0.8445860398896852,0.05986886519197472,0.0023873872749762713,0.7069439288443536,0.6822237204816809,1
1,0.0017241792748738302,0.0012268540027060722,0.0024503624562666683,0.012694389614645137,0.03353130975268025,0.32047137117391666,0.6605960264900662,0.0928271233929096,0.005159878289082159,0.013013127626041074,0.003063953488372093,0.0009969088098918083,0.008215543825378882,0.003856928719946712,0.1906472184248972,0.7204768037754316,0.019170537338466215,0.007229197206505338,0.0058554703003351445,0.001373507422469502,0.9956076134699854,0.993421052631579,0.9953051643192488,0.12082853855005755,0.11534818115462118,0.03375527426160337,0.21049308370627023,0.3902284732400987,0.0016481290619897169,0.7648485741571472,0.6177270645398969,3
2,0.45274093621530953,0.0038582361256758804,0.026419306662880192,0.00015375412225055127,0.654329116236013,0.04025407616344944,0.9834437086092715,0.19591815983912148,0.04114902809927801,0.09190870923637741,0.013934593023255814,0.011540443070582175,0.051337203560023255,0.021042344480725936,0.13017749345897056,0.6015777249227335,0.0019952773031637542,0.19314649216621516,0.006193945701722439,0.015975494781553908,1.0,1.0,1.0,0.01726121979286537,0.08813684137934172,0.012658227848101266,0.17595449811945113,0.5527914157615818,0.09243704469262655,0.14760678117239429,0.8701654818089491,4
3,0.005049716370169827,0.004948018734229292,0.006750574026710122,0.014028300398628835,0.06960421799863127,0.09153174391772871,0.6589403973509933,0.12321779605486138,0.007169523822410507,0.06292554728145813,0.012917151162790698,0.01334793061995535,0.006683274255676393,0.01572167248077219,0.24206166546677732,0.7462862683532755,0.017078723186884918,0.010407628706913022,0.0034460084274712316,0.0012179800710977436,0.7730600292825769,0.7149122807017544,0.8450704225352114,0.2313003452243959,0.08986108953357444,1.0,0.28647042052218524,0.18936008629047102,0.025599826596539987,0.7655475861886558,0.6249491492636244,2
4,0.008667685499874546,0.12264521213249582,0.06756803781313439,0.13542471807833056,0.0066641706062106456,0.2893715555869263,0.3791390728476822,0.6455362993424769,0.015565650119231073,0.0011607651101130437,0.04578488372093023,0.0033058560879271857,0.04936185156327162,0.04712796065041766,0.04297803578183011,0.8827212834302439,0.0018412848026355256,0.011558748959115196,0.010733724146969497,0.008269042260899665,0.7774524158125915,0.8289473684210527,0.6690140845070424,0.3176064441887227,0.3430180910068776,0.06329113924050633,0.4347674705431958,0.1620250358748857,0.007696917560986218,0.6100825873269119,0.7466478341142301,1
5,0.002230086694400921,0.0005548286126688893,0.00034937771629748004,0.002196631722316973,0.021656310263448532,0.2855600152259434,0.4188741721854304,0.7302686580653908,0.2129715599930712,0.0,0.0004622093023255814,1.2879958784131891e-05,0.0002112529218748285,0.0004364028577882535,0.08908866595150465,0.945703160985178,0.00044816252388250237,0.012560250317086748,0.005885668402417095,0.028992658019369212,0.9707174231332357,0.9682017543859649,0.9929577464788734,0.284234752589183,0.08698940601712306,0.2811181434599156,0.381676706374273,0.1896370125639213,0.0,0.6462536261249134,0.7468677368790877,2
6,0.0003222601019184126,0.00011269540017211427,0.0003881359609103303,0.008982097830160584,0.4469777844861681,0.011150259366026262,0.836092715231788,1.0,0.040809646381096285,0.0030530993568038995,7.703488372093023e-06,0.010477117895092735,0.002056286557729662,0.00011314148164880647,0.04166438623802343,0.05790718630247645,0.0011117157531263886,0.4274565316918273,0.04543894742942287,0.10576238931657377,0.99396046852123,0.9954769736842106,0.9900234741784039,0.08400460299194477,0.08799895827471911,0.16455696202531644,0.3061751275410895,0.1294142239725273,5.349102210478193e-05,0.8718738103807065,0.5313651253559551,4
7,0.010573172636081785,0.013512497410217109,0.004195188923860985,0.010648401786169348,0.007824455512446198,0.6002058337904063,0.3476821192052979,0.6565515059764557,0.0617042724101676,1.8309484833317988e-06,0.002984011627906977,0.00014167954662545082,0.0013223884200476278,0.0028621772494688198,0.02602784939331337,0.9448888762411164,0.0003262065782192809,0.01238878241964468,0.005784683404240598,0.01661431367463227,0.5431918008784773,0.5932017543859648,0.8098591549295776,0.2784810126582279,0.1568312636897538,0.10970464135021098,0.5043841483459468,0.1277359187467095,1.1883460801275619e-06,0.5050484727059417,0.7882805765833425,2
8,0.0010533401879402199,0.00047350735991094894,0.0006082964653824001,0.0060744843970467356,0.041636843168285816,0.1728365213003237,0.6026490066225166,0.664459859457261,0.06322082978967368,0.004161810782733821,7.267441860465116e-05,4.121586810922205e-05,0.00032511001613204127,0.00010381158014234276,0.016659482535963572,0.5919795920105777,8.725795378163326e-05,0.10389492219027496,0.0035742181248512206,0.010299649308275035,0.9355783308931185,0.9035087719298246,0.9882629107981221,0.22094361334867665,0.09378114858919166,0.08438818565400844,0.4609677923888809,0.16210991135946268,0.00015809280911585028,0.22975203020487664,1.0,3
9,0.0040612960938683435,0.0020786507560179965,0.0031154742293651788,0.007536232251983509,0.03662799807765578,0.14594362805437242,0.6804635761589405,0.3153625415188558,0.02985034051455613,0.022732629334320034,0.0015418882034883721,0.001726800137386227,0.0049160835903119945,0.002387797750337355,0.0828189726796412,0.5849235087471898,0.0019107129076584588,0.017553948484740883,0.0063735917302465694,0.000656172973278035,0.9751098096632503,0.9605263157894738,1.0,0.08515535097813579,0.12941354756022683,0.08016877637130802,0.1838301613910097,0.5276782779406488,0.004056894682947483,0.786067367756842,0.6129441082843317,3
10,0.19224481942029442,1.0,0.5420320783359733,0.05111734836957681,0.012734978786406524,0.30134107781819625,0.43377483443708603,0.41760625437783855,0.002891908013731633,0.005087616796080569,1.0,0.07298643311008071,0.768170494825675,1.0,0.11163931040398643,0.9087579065283008,0.021485716054967175,0.005364312777862425,0.0049878236927151974,0.00443079340441987,0.8857979502196194,0.893640350877193,0.915492957746479,0.36133486766398165,0.3581060339725579,0.06751054852320675,0.4130966951559752,0.1877112737862579,0.2827819876918243,0.5808818320160735,0.7142359303480039,1
11,0.11174822303674292,0.14043250313728448,0.1731111144593329,0.017100478959718043,0.03356092180437035,0.2391198663412104,0.5695364238410596,0.8206498407031656,0.015564479444349907,0.002507500885102684,0.2491196013081395,0.06344160303967028,0.27752498367591055,0.27122146045547524,0.15497866279069036,0.8346857615461477,0.008412055801941433,0.008918189964334739,0.003778836374472092,0.0033099683052280116,0.7906295754026355,0.75,0.8497652582159623,0.23935558112773306,0.07049193126271426,0.09282700421940929,0.3946181056933131,0.1772066568142552,0.027356601387251444,0.3788956932357362,0.8136854622367495,2
