,Area,Agricultural water withdrawal,"Agriculture, value added (% GDP)_x","Agriculture, value added (% GDP)_y",GDP per capita,Industrial water withdrawal,National Rainfall Index (NRI),Population density,SDG 6.4.2. Water Stress,Total renewable water resources per capita,Total population with access to safe drinking-water (JMP),Poplulation ages 65 and above,latitude
123,Republic of Moldova,,0.0013052128542547661,0.14460352972667773,0.028734531902582558,0.013194881768753473,0.17695474225455962,0.0933451408100055,0.0030025467329040057,0.018007349508281686,0.6869858578630829,0.3210026295547524,0.8342066260672921
124,Kenya,,0.005819306067536178,0.3786046090884455,0.012702918036695168,0.011604386616653918,0.3057020320084784,0.07670945150581775,0.010097384737007633,0.011443625260321923,0.43245006916116885,0.11810873759435991,0.3861285785401417
125,Mozambique,,0.0033156063430066092,0.3398074090019174,0.0030262865511386902,0.01028384102550198,0.3395164931732908,0.029240115840108438,0.0026249703269219517,0.02129597358662956,0.2580958883746261,0.06458714173779166,0.2100332786403649
126,Belarus,,0.002244653592670781,0.15805282891891798,0.08603204064471918,0.012112270681865439,0.20885380234155732,0.03413558174858683,0.0030106137873670853,0.02524709257242082,0.8167543883960386,0.13515534721748135,0.8937001068354875
127,Finland,,0.001783491682332129,0.14536518283626368,0.6144147501684094,0.016445157218897638,0.17005693885539433,0.012001565099424759,0.00574962026551508,0.054036364638113135,0.8196316947132629,0.35297274788482985,0.9712932761654846
128,Bangladesh,,0.04228628649388399,0.22021479234341132,0.011280094850027901,0.015570985900386964,0.7561594548067632,1.0,0.0034027460560048847,0.021922856875089925,0.7326221532430194,0.09112093532117942,0.6100825873269119
129,Qatar,,0.0021398064499254625,0.14666511583183917,0.8691886291514039,0.010836270018270443,0.004665246316968975,0.1844248272953329,0.09469926859724628,0.010913821349086292,0.8290018367393199,0.12188227527789895,0.6258556993568144
130,Honduras,,0.0032262429721175833,0.22333393463700735,0.024485719694275536,0.010819447875326769,0.5101907828689649,0.07553738192463941,0.003166016491955265,0.020922538484513076,0.7867341565486409,0.24548912229389125,0.5299323564167888
131,Azerbaijan,,0.012065751614294873,0.09799293542469177,0.07931599039696594,0.024247456032507244,0.13636970031528528,0.09794512222348502,0.012320486941988352,0.018125075118878377,0.7353961587204823,0.0970080432445044,0.7655475861886558
132,Peru,,0.019593795013129495,0.1842378255972977,0.07095702399192132,0.010857898054088991,0.7402831770036964,0.020663506873016147,0.002899439734987371,0.1072788279729264,0.7023272923338182,0.6543587981989246,0.29954176927502063
133,Russian Federation,,0.02353134058567093,0.16183769679940285,0.17668315121783093,0.1441795759430473,0.16249969062519862,0.0051088057638094065,0.002826241217965351,0.08183919768339501,0.7955500013857411,0.5577420394095495,0.967513888141072
134,New Zealand,,0.007090983594562766,0.19070048209964607,0.5024354875589587,0.01852505793744349,0.3700410850790094,0.013515376907019047,0.003949762090556567,0.1477346489652978,0.8196316947132629,0.05520438331794757,0.0
